ModuleCode,ModuleTitle,SessionName,ApplicantName,CGPA,CGPA,AttemptCount,AttemptCount,RemoteStudent,Probation,HighRisk,TermExceeded,AtRisk,AtRiskSSC,OtherModules,OtherModules,PlagiarismHistory,PlagiarismHistory,CW1,CW1,CW2,CW2,ESE,ESE,Online C,Online C,Online O,Online O,Played,Paused,Likes,Segment,Result
Module 1,Course 1,Session-A,Student 216,Very Good,3.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,26,Fail,33,Fail,59,Adequate,216,Very Good,155,Good,5,0,3,4,Pass
Module 1,Course 1,Session-A,Student 217,Adequate,1.75,2,Low,No,No,No,No,Yes,No,2,Medium,1,Low,24,Fail,36,Fail,61,Adequate,267,Very Good,345,Excellent,5,3,0,5,Pass
Module 1,Course 1,Session-A,Student 218,Fair,2.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,19,Fail,31,Fail,50,Adequate,22,Poor,66,Fair,3,5,1,0,Pass
Module 1,Course 1,Session-A,Student 219,Good,2.75,1,Low,No,No,No,No,No,No,2,Medium,0,Low,23,Fail,31,Fail,53,Adequate,134,Good,447,Excellent,3,2,3,3,Pass
Module 1,Course 1,Session-A,Student 220,Fair,2.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,21,Fail,32,Fail,53,Adequate,276,Very Good,412,Excellent,3,5,1,5,Pass
Module 1,Course 1,Session-A,Student 221,Fair,2.5,1,Low,No,No,No,No,No,No,2,Medium,1,Low,24,Fail,34,Fail,58,Adequate,81,Fair,111,Good,1,3,3,3,Pass
Module 1,Course 1,Session-A,Student 222,Good,2.75,1,Low,No,No,No,No,No,No,2,Medium,0,Low,23,Fail,30,Fail,53,Adequate,91,Fair,398,Excellent,4,0,3,1,Pass
Module 1,Course 1,Session-A,Student 223,Adequate,2,1,Low,No,No,No,No,Yes,No,2,Medium,1,Low,19,Fail,18,Fail,36,Fail,236,Very Good,323,Excellent,5,0,2,2,Fail
Module 1,Course 1,Session-A,Student 224,Very Good,3.25,1,Low,No,No,No,No,No,No,2,Medium,1,Low,26,Fail,33,Fail,59,Adequate,426,Excellent,18,Poor,0,2,2,1,Pass
Module 1,Course 1,Session-A,Student 225,Adequate,1.75,2,Low,No,Yes,No,No,Yes,No,1,Low,1,Low,19,Fail,26,Fail,45,Fail,459,Excellent,132,Good,0,5,3,1,Fail
Module 1,Course 1,Session-A,Student 226,Adequate,2,1,Low,No,No,No,No,No,No,2,Medium,1,Low,27,Fail,37,Fail,64,Adequate,464,Excellent,459,Excellent,0,3,2,0,Pass
Module 1,Course 1,Session-A,Student 227,Adequate,1.75,1,Low,No,No,No,No,Yes,No,2,Medium,0,Low,24,Fail,32,Fail,55,Adequate,278,Very Good,219,Very Good,4,0,0,2,Pass
Module 1,Course 1,Session-A,Student 228,Fair,2.5,1,Low,No,No,No,No,No,No,3,High,0,Low,26,Fail,33,Fail,59,Adequate,304,Excellent,336,Excellent,4,0,2,3,Pass
Module 1,Course 1,Session-A,Student 229,Excellent,3.75,1,Low,No,No,No,No,No,No,2,Medium,0,Low,16,Fail,18,Fail,34,Fail,475,Excellent,203,Very Good,4,4,0,3,Fail
Module 1,Course 1,Session-A,Student 230,Very Good,3.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,27,Fail,37,Fail,64,Adequate,153,Good,295,Very Good,1,2,1,0,Pass
Module 1,Course 1,Session-A,Student 231,Fair,2.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,18,Fail,36,Fail,54,Adequate,445,Excellent,366,Excellent,2,1,2,4,Pass
Module 1,Course 1,Session-A,Student 232,Fair,2.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,21,Fail,23,Fail,58,Adequate,299,Very Good,56,Fair,2,1,1,2,Pass
Module 1,Course 1,Session-A,Student 233,Very Good,3.25,1,Low,No,No,No,No,Yes,Yes,3,High,0,Low,28,Fail,25,Fail,50,Adequate,461,Excellent,103,Good,3,0,2,0,Pass
Module 1,Course 1,Session-A,Student 234,Adequate,1.75,1,Low,No,No,No,No,No,No,3,High,0,Low,21,Fail,24,Fail,48,Fail,388,Excellent,258,Very Good,2,2,1,0,Fail
Module 1,Course 1,Session-A,Student 235,Good,3,1,Low,No,No,No,No,Yes,Yes,3,High,0,Low,21,Fail,24,Fail,60,Adequate,30,Adequate,351,Excellent,3,5,3,3,Pass
Module 1,Course 1,Session-A,Student 236,Adequate,1.75,1,Low,No,No,No,No,No,No,3,High,0,Low,20,Fail,23,Fail,54,Adequate,299,Very Good,54,Fair,0,0,3,0,Pass
Module 1,Course 1,Session-A,Student 237,Very Good,3.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,20,Fail,23,Fail,54,Adequate,288,Very Good,274,Very Good,4,0,3,3,Pass
Module 1,Course 1,Session-A,Student 238,Good,2.75,1,Low,No,No,No,No,No,No,3,High,0,Low,24,Fail,25,Fail,54,Adequate,323,Excellent,177,Good,1,2,2,1,Pass
Module 1,Course 1,Session-A,Student 239,Good,3,1,Low,No,No,No,No,No,No,2,Medium,0,Low,22,Fail,23,Fail,58,Adequate,165,Good,108,Good,1,3,2,5,Pass
Module 1,Course 1,Session-A,Student 240,Good,2.75,1,Low,No,No,No,No,No,No,3,High,0,Low,26,Fail,25,Fail,48,Fail,177,Good,299,Very Good,2,2,3,0,Fail
Module 1,Course 1,Session-A,Student 241,Fair,2.5,1,Low,No,No,No,No,No,No,3,High,0,Low,34,Fail,27,Fail,56,Adequate,376,Excellent,452,Excellent,0,0,1,2,Pass
Module 1,Course 1,Session-A,Student 242,Good,3,1,Low,No,No,No,No,No,No,2,Medium,0,Low,32,Fail,26,Fail,38,Fail,497,Excellent,175,Good,0,1,0,0,Fail
Module 1,Course 1,Session-A,Student 243,Good,3,1,Low,No,No,No,No,No,No,2,Medium,0,Low,22,Fail,24,Fail,52,Adequate,226,Very Good,20,Poor,1,2,3,1,Pass
Module 1,Course 1,Session-A,Student 244,Very Good,3.25,1,Low,No,No,No,No,No,No,3,High,0,Low,24,Fail,24,Fail,38,Fail,14,Poor,187,Good,3,0,0,3,Fail
Module 1,Course 1,Session-A,Student 245,Adequate,2,1,Low,No,No,No,No,Yes,No,2,Medium,1,Low,28,Fail,25,Fail,36,Fail,89,Fair,254,Very Good,5,3,1,1,Fail
Module 1,Course 1,Session-A,Student 246,Adequate,2,2,Low,No,No,No,No,No,No,2,Medium,0,Low,26,Fail,24,Fail,48,Fail,53,Fair,348,Excellent,2,1,1,2,Fail
Module 1,Course 1,Session-A,Student 247,Adequate,2,1,Low,No,No,No,No,No,No,2,Medium,0,Low,21,Fail,22,Fail,52,Adequate,252,Very Good,467,Excellent,5,0,3,2,Pass
Module 1,Course 1,Session-A,Student 248,Good,2.75,1,Low,No,No,No,No,Yes,No,2,Medium,0,Low,27,Fail,25,Fail,46,Fail,325,Excellent,395,Excellent,3,5,3,1,Fail
Module 1,Course 1,Session-A,Student 249,Adequate,1.75,1,Low,No,No,No,No,No,No,2,Medium,1,Low,18,Fail,24,Fail,42,Fail,182,Good,246,Very Good,5,4,3,1,Fail
Module 1,Course 1,Session-A,Student 250,Adequate,2,1,Low,No,No,No,Yes,No,No,2,Medium,1,Low,19,Fail,25,Fail,54,Adequate,36,Adequate,318,Excellent,0,0,3,1,Pass
Module 1,Course 1,Session-A,Student 251,Fair,2.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,25,Fail,26,Fail,40,Fail,195,Good,435,Excellent,4,1,2,3,Fail
Module 1,Course 1,Session-A,Student 252,Fair,2.25,1,Low,No,No,No,No,No,No,3,High,0,Low,27,Fail,26,Fail,30,Fail,352,Excellent,450,Excellent,5,1,3,4,Fail
Module 1,Course 1,Session-A,Student 253,Fair,2.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,21,Fail,22,Fail,40,Fail,107,Good,62,Fair,4,3,2,3,Fail
Module 1,Course 1,Session-A,Student 254,Good,2.75,1,Low,No,No,No,No,No,No,3,High,0,Low,21,Fail,26,Fail,34,Fail,19,Poor,410,Excellent,2,4,2,0,Fail
Module 1,Course 1,Session-A,Student 255,Very Good,3.25,1,Low,No,No,No,No,No,No,3,High,0,Low,19,Fail,26,Fail,22,Fail,261,Very Good,332,Excellent,4,5,0,1,Fail
Module 1,Course 1,Session-A,Student 256,Very Good,3.5,1,Low,No,No,No,No,No,No,3,High,0,Low,21,Fail,27,Fail,16,Fail,266,Very Good,135,Good,5,3,3,4,Fail
Module 1,Course 1,Session-A,Student 257,Very Good,3.25,1,Low,No,No,No,No,No,No,3,High,1,Low,34,Fail,36,Fail,52,Adequate,25,Poor,170,Good,3,1,1,0,Pass
Module 1,Course 1,Session-A,Student 258,Good,2.75,1,Low,No,No,No,No,No,No,3,High,0,Low,21,Fail,24,Fail,60,Adequate,264,Very Good,31,Adequate,4,4,3,0,Pass
Module 1,Course 1,Session-A,Student 259,Excellent,3.75,1,Low,No,No,No,No,Yes,Yes,4,Low,0,Low,20,Fail,23,Fail,54,Adequate,182,Good,254,Very Good,1,2,1,4,Pass
Module 1,Course 1,Session-A,Student 260,Adequate,1.75,1,Low,No,No,No,No,No,No,2,Medium,0,Low,20,Fail,23,Fail,54,Adequate,233,Very Good,195,Good,3,3,1,2,Pass
Module 1,Course 1,Session-A,Student 261,Very Good,3.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,24,Fail,25,Fail,54,Adequate,497,Excellent,463,Excellent,1,5,0,2,Pass
Module 1,Course 1,Session-A,Student 262,Adequate,2,1,Low,No,No,No,No,No,No,2,Medium,1,Low,32,Fail,32,Fail,64,Adequate,313,Excellent,380,Excellent,3,3,1,5,Pass
Module 1,Course 1,Session-A,Student 263,Very Good,3.5,1,Low,No,No,No,No,No,No,3,High,0,Low,22,Fail,21,Fail,48,Fail,254,Very Good,404,Excellent,5,1,2,5,Fail
Module 1,Course 1,Session-A,Student 264,Very Good,3.25,1,Low,No,No,No,No,Yes,Yes,2,Medium,0,Low,25,Fail,26,Fail,40,Fail,2,Poor,376,Excellent,1,2,0,3,Fail
Module 1,Course 1,Session-A,Student 265,Adequate,1.75,1,Low,No,No,No,No,No,No,3,High,1,Low,21,Fail,24,Fail,60,Adequate,200,Very Good,40,Adequate,4,3,0,4,Pass
Module 1,Course 1,Session-A,Student 266,Very Good,3.5,1,Low,No,No,No,No,No,No,3,High,0,Low,20,Fail,23,Fail,54,Adequate,155,Good,270,Very Good,2,1,3,2,Pass
Module 1,Course 1,Session-A,Student 267,Adequate,2,1,Low,No,No,No,No,No,No,2,Medium,1,Low,20,Fail,23,Fail,54,Adequate,189,Good,87,Fair,1,0,2,3,Pass
Module 1,Course 1,Session-A,Student 268,Good,2.75,1,Low,No,No,No,No,No,No,2,Medium,0,Low,26,Fail,31,Fail,56,Adequate,131,Good,368,Excellent,3,4,1,2,Pass
Module 1,Course 1,Session-A,Student 269,Very Good,3.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,26,Fail,32,Fail,58,Adequate,145,Good,237,Very Good,2,3,2,5,Pass
Module 1,Course 1,Session-A,Student 270,Very Good,3.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,17,Fail,20,Fail,37,Fail,145,Good,578,Excellent,2,4,3,1,Fail
Module 1,Course 1,Session-A,Student 271,Excellent,4,1,Low,No,No,No,No,No,No,3,High,0,Low,26,Fail,22,Fail,48,Fail,556,Excellent,85,Fair,2,2,1,2,Fail
Module 1,Course 1,Session-A,Student 272,Fair,2.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,15,Fail,17,Fail,32,Fail,170,Good,289,Very Good,4,2,1,0,Fail
Module 1,Course 1,Session-A,Student 273,Fair,2.5,1,Low,No,No,No,No,No,No,4,Low,0,Low,18,Fail,24,Fail,42,Fail,192,Good,165,Good,5,5,2,3,Fail
Module 1,Course 1,Session-A,Student 274,Fair,2.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,21,Fail,20,Fail,41,Fail,597,Excellent,172,Good,1,5,2,4,Fail
Module 1,Course 1,Session-A,Student 275,Good,3,1,Low,No,No,No,No,No,No,4,Low,0,Low,24,Fail,30,Fail,54,Adequate,526,Excellent,170,Good,1,3,1,0,Pass
Module 1,Course 1,Session-A,Student 276,Fair,2.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,17,Fail,28,Fail,45,Fail,430,Excellent,586,Excellent,0,4,0,0,Fail
Module 1,Course 1,Session-A,Student 277,Very Good,3.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,15,Fail,24,Fail,39,Fail,83,Fair,191,Good,0,3,1,1,Fail
Module 1,Course 1,Session-A,Student 278,Adequate,2,1,Low,No,No,No,No,No,No,4,Low,1,Low,26,Fail,38,Fail,64,Adequate,587,Excellent,320,Excellent,1,3,3,0,Pass
Module 1,Course 1,Session-A,Student 279,Good,3,1,Low,No,No,No,No,No,No,2,Medium,0,Low,17,Fail,29,Fail,46,Fail,468,Excellent,213,Very Good,0,3,0,4,Fail
Module 1,Course 1,Session-A,Student 280,Adequate,2,2,Low,No,No,No,Yes,Yes,No,1,Low,0,Low,24,Fail,32,Fail,56,Adequate,184,Good,129,Good,1,1,3,2,Pass
Module 1,Course 1,Session-A,Student 281,Fair,2.25,2,Low,No,No,No,No,Yes,No,1,Low,1,Low,26,Fail,25,Fail,50,Adequate,140,Good,197,Good,0,4,3,3,Pass
Module 1,Course 1,Session-A,Student 282,Good,3,1,Low,No,No,No,No,No,No,2,Medium,0,Low,26,Fail,28,Fail,54,Adequate,258,Very Good,162,Good,2,1,0,4,Pass
Module 1,Course 1,Session-A,Student 283,Good,3,1,Low,No,No,No,No,No,No,1,Low,0,Low,26,Fail,0,Fail,26,Fail,122,Good,587,Excellent,0,1,0,4,Fail
Module 1,Course 1,Session-A,Student 284,Fair,2.25,1,Low,No,No,No,No,No,No,4,Low,1,Low,26,Fail,28,Fail,54,Adequate,23,Poor,336,Excellent,0,2,2,2,Pass
Module 1,Course 1,Session-A,Student 285,Good,3,1,Low,No,No,No,No,No,No,3,High,1,Low,20,Fail,26,Fail,46,Fail,368,Excellent,394,Excellent,1,1,2,4,Fail
Module 1,Course 1,Session-A,Student 286,Fair,2.25,1,Low,No,No,No,No,No,No,2,Medium,0,Low,20,Fail,35,Fail,55,Adequate,441,Excellent,73,Fair,5,5,1,4,Pass
Module 1,Course 1,Session-A,Student 287,Good,2.75,1,Low,No,No,No,No,No,No,3,High,0,Low,24,Fail,33,Fail,57,Adequate,239,Very Good,358,Excellent,5,5,0,0,Pass
Module 1,Course 1,Session-A,Student 288,Adequate,2,1,Low,No,No,Yes,No,Yes,No,4,Low,1,Low,24,Fail,31,Fail,55,Adequate,445,Excellent,40,Adequate,3,3,2,5,Pass
Module 1,Course 1,Session-A,Student 289,Very Good,3.25,1,Low,No,No,No,No,No,No,4,Low,0,Low,15,Fail,33,Fail,48,Fail,337,Excellent,268,Very Good,1,2,1,0,Pass
Module 1,Course 1,Session-A,Student 290,Fair,2.5,1,Low,No,No,No,No,No,No,1,Low,0,Low,29,Fail,29,Fail,57,Adequate,240,Very Good,284,Very Good,3,0,0,5,Pass
Module 1,Course 1,Session-A,Student 291,Fair,2.5,1,Low,No,No,No,No,No,No,1,Low,1,Low,30,Fail,24,Fail,54,Adequate,194,Good,17,Poor,2,2,0,0,Pass
Module 1,Course 1,Session-A,Student 292,Good,3,1,Low,No,No,No,No,Yes,No,2,Medium,0,Low,24,Fail,35,Fail,59,Adequate,513,Excellent,371,Excellent,1,0,2,2,Pass
Module 1,Course 1,Session-A,Student 293,Fair,2.5,1,Low,No,No,No,No,No,No,3,High,0,Low,56,Adequate,40,Fail,54,Adequate,251,Very Good,483,Excellent,1,5,3,0,Pass
Module 1,Course 1,Session-A,Student 294,Fair,2.25,1,Low,Yes,No,No,No,No,No,3,High,1,Low,38,Fail,48,Fail,54,Adequate,10,Poor,146,Good,1,3,3,4,Pass
Module 1,Course 1,Session-A,Student 295,Good,3,1,Low,No,No,No,No,No,No,3,High,0,Low,62,Adequate,44,Fail,52,Adequate,288,Very Good,401,Excellent,0,3,0,0,Pass
Module 1,Course 1,Session-A,Student 296,Excellent,3.75,1,Low,No,No,No,No,No,No,3,High,0,Low,62,Adequate,44,Fail,54,Adequate,154,Good,278,Very Good,5,0,1,4,Pass
Module 1,Course 1,Session-A,Student 297,Adequate,2,1,Low,No,No,No,No,No,No,3,High,1,Low,48,Fail,32,Fail,58,Adequate,147,Good,495,Excellent,4,2,3,5,Pass
Module 1,Course 1,Session-A,Student 298,Adequate,2,1,Low,No,No,No,No,No,No,2,Medium,0,Low,54,Adequate,48,Fail,48,Fail,222,Very Good,227,Very Good,5,4,1,2,Pass
Module 1,Course 1,Session-A,Student 299,Fair,2.25,1,Low,No,No,No,No,No,No,3,High,0,Low,24,Fail,24,Fail,50,Adequate,411,Excellent,257,Very Good,1,0,3,2,Pass
Module 1,Course 1,Session-A,Student 300,Good,3,1,Low,No,No,No,No,No,No,3,High,0,Low,58,Adequate,50,Adequate,40,Fail,196,Good,384,Excellent,1,0,3,5,Pass
Module 1,Course 1,Session-A,Student 301,Fair,2.5,1,Low,No,No,No,No,No,No,3,High,1,Low,52,Adequate,40,Fail,52,Adequate,85,Fair,376,Excellent,2,2,0,4,Pass
Module 1,Course 1,Session-A,Student 302,Good,3,1,Low,No,No,No,No,No,No,3,High,0,Low,32,Fail,24,Fail,52,Adequate,249,Very Good,422,Excellent,3,2,1,5,Pass
Module 1,Course 1,Session-A,Student 303,Good,2.75,1,Low,No,No,No,No,No,No,2,Medium,0,Low,22,Fail,20,Fail,48,Fail,76,Fair,473,Excellent,1,5,1,5,Fail
Module 1,Course 1,Session-A,Student 304,Adequate,1.75,1,Low,No,No,No,No,Yes,No,3,High,0,Low,52,Adequate,54,Adequate,40,Fail,435,Excellent,153,Good,3,5,3,0,Pass
Module 1,Course 1,Session-A,Student 305,Fair,2.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,62,Adequate,52,Adequate,44,Fail,369,Excellent,418,Excellent,0,2,1,3,Pass
Module 1,Course 1,Session-A,Student 306,Adequate,1.75,1,Low,No,No,No,No,Yes,No,3,High,1,Low,64,Adequate,58,Adequate,42,Fail,182,Good,236,Very Good,4,0,1,3,Pass
Module 1,Course 1,Session-A,Student 307,Adequate,2,1,Low,No,No,No,No,Yes,No,3,High,0,Low,56,Adequate,42,Fail,44,Fail,413,Excellent,318,Excellent,0,4,2,2,Pass
Module 1,Course 1,Session-A,Student 308,Good,2.75,1,Low,No,No,No,No,No,No,2,Medium,0,Low,48,Fail,34,Fail,38,Fail,6,Poor,145,Good,4,3,2,5,Fail
Module 1,Course 1,Session-A,Student 309,Good,2.75,1,Low,No,No,No,No,No,No,2,Medium,0,Low,48,Fail,42,Fail,52,Adequate,102,Good,9,Poor,5,2,3,4,Pass
Module 1,Course 1,Session-A,Student 310,Fair,2.5,1,Low,No,No,No,No,No,No,2,Medium,0,Low,60,Adequate,34,Fail,50,Adequate,436,Excellent,397,Excellent,0,2,2,3,Pass
Module 1,Course 1,Session-A,Student 311,Good,2.75,1,Low,No,No,No,No,No,No,2,Medium,1,Low,66,Fair,60,Adequate,40,Fail,296,Very Good,471,Excellent,0,0,1,5,Pass
Module 1,Course 1,Session-A,Student 312,Excellent,3.75,1,Low,No,No,No,No,No,No,3,High,0,Low,48,Fail,32,Fail,42,Fail,13,Poor,404,Excellent,3,2,0,2,Fail
Module 1,Course 1,Session-A,Student 313,Fair,2.25,1,Low,No,No,No,No,No,No,3,High,0,Low,66,Fair,52,Adequate,32,Fail,114,Good,195,Good,4,5,2,5,Pass
Module 1,Course 1,Session-A,Student 314,Adequate,2,1,Low,No,No,No,No,No,No,3,High,1,Low,44,Fail,32,Fail,44,Fail,455,Excellent,142,Good,5,4,2,2,Fail
Module 1,Course 1,Session-A,Student 315,Fair,2.25,1,Low,No,No,No,No,No,No,3,High,1,Low,44,Fail,38,Fail,34,Fail,245,Very Good,229,Very Good,3,0,1,4,Fail
Module 1,Course 1,Session-A,Student 316,Fair,2.5,1,Low,No,No,No,No,No,No,3,High,0,Low,66,Fair,34,Fail,40,Fail,317,Excellent,203,Very Good,3,3,3,0,Pass
Module 1,Course 1,Session-A,Student 317,Adequate,1.75,1,Low,No,Yes,Yes,No,Yes,No,2,Medium,1,Low,64,Adequate,46,Fail,40,Fail,320,Excellent,253,Very Good,2,2,0,3,Pass
Module 1,Course 1,Session-A,Student 318,Very Good,3.25,1,Low,No,No,No,No,No,No,3,High,0,Low,40,Fail,20,Fail,42,Fail,421,Excellent,74,Fair,3,5,0,3,Fail
Module 1,Course 1,Session-A,Student 319,Good,3,1,Low,No,No,No,No,No,No,3,High,0,Low,54,Adequate,30,Fail,48,Fail,377,Excellent,133,Good,2,4,2,3,Pass
Module 1,Course 1,Session-A,Student 320,Adequate,2,1,Low,No,No,No,No,No,No,3,High,0,Low,44,Fail,42,Fail,30,Fail,349,Excellent,79,Fair,4,2,1,5,Fail
Module 1,Course 1,Session-A,Student 321,Fair,2.5,1,Low,No,No,No,No,No,No,3,High,0,Low,78,Good,58,Adequate,40,Fail,175,Good,89,Fair,4,4,3,2,Pass
Module 1,Course 1,Session-A,Student 322,Fair,2.25,1,Low,No,No,No,No,No,No,3,High,0,Low,62,Adequate,46,Fail,44,Fail,292,Very Good,338,Excellent,5,2,2,0,Pass
Module 1,Course 1,Session-A,Student 323,Adequate,2,5,Low,No,Yes,Yes,No,Yes,No,1,Low,0,Low,57,Adequate,39,Fail,78,Good,22,Poor,431,Excellent,1,5,3,0,Pass
Module 1,Course 1,Session-A,Student 324,Adequate,2,1,Low,No,No,No,No,No,No,3,High,1,Low,63.75,Adequate,45,Fail,64,Adequate,364,Excellent,426,Excellent,1,3,3,4,Pass
Module 1,Course 1,Session-A,Student 325,Good,3,1,Low,No,No,No,No,Yes,No,1,Low,0,Low,57,Adequate,37.5,Fail,63,Adequate,185,Good,216,Very Good,0,3,0,0,Pass
Module 1,Course 1,Session-A,Student 326,Adequate,2,2,Low,No,No,Yes,No,Yes,No,3,High,0,Low,47.25,Fail,65.25,Adequate,34,Fail,456,Excellent,264,Very Good,5,0,1,4,Fail
